#Współrzędne Ziemi w układzie barycentrycznym ekliptycznym
#Źródło: http://ssd.jpl.nasa.gov/horizons.cgi
#data			#X			#Y			#Z
2458093.500000000 2.767730884481179E-01  9.522221066795449E-01 -1.634739402924653E-04
2458094.500000000 2.599311587756044E-01  9.568178294866245E-01 -1.640749823665469E-04
2458095.500000000 2.430084248178833E-01  9.611208827448277E-01 -1.647055704793769E-04
2458096.500000000 2.260097671561027E-01  9.651294998315663E-01 -1.653246972202654E-04
2458097.500000000 2.089402031375941E-01  9.688419557442700E-01 -1.658944618498956E-04
2458098.500000000 1.918048827564962E-01  9.722566024165723E-01 -1.663822371575230E-04
2458099.500000000 1.746090758902714E-01  9.753718953382989E-01 -1.667617425145439E-04
2458100.500000000 1.573581563840426E-01  9.781864116858733E-01 -1.670133685806985E-04
2458101.500000000 1.400575862623047E-01  9.806988620629362E-01 -1.671240894054915E-04
2458102.500000000 1.227129013419900E-01  9.829080981944984E-01 -1.670871920465095E-04
2458103.500000000 1.053296982659061E-01  9.848131183349705E-01 -1.669019394817298E-04
2458104.500000000 8.791362244446309E-02  9.864130713671004E-01 -1.665731991314333E-04
2458105.500000000 7.047035636250785E-02  9.877072599199316E-01 -1.661110251685270E-04
2458106.500000000 5.300560793922261E-02  9.886951424502881E-01 -1.655301721225800E-04
2458107.500000000 3.552509892291194E-02  9.893763341259942E-01 -1.648495286100573E-04
2458108.500000000 1.803455350935122E-02  9.897506064568137E-01 -1.640914799416241E-04
2458109.500000000 5.396874037377920E-04  9.898178858281559E-01 -1.632812239373450E-04
2458110.500000000 -1.695380261445654E-02  9.895782512708542E-01 -1.624460657750733E-04
2458111.500000000 -3.444024886578447E-02  9.890319318297096E-01 -1.616147005870922E-04
2458112.500000000 -5.191402326727407E-02  9.881793036939109E-01 -1.608164579121798E-04
2458113.500000000 -6.936954898155874E-02  9.870208867874366E-01 -1.600804360864879E-04
2458114.500000000 -8.680131403665055E-02  9.855573397975728E-01 -1.594344085948521E-04
2458115.500000000 -1.042038872440983E-01  9.837894517369571E-01 -1.589033583536860E-04
2458116.500000000 -1.215719355239762E-01  9.817181273615576E-01 -1.585075238513319E-04
2458117.500000000 -1.389002396647230E-01  9.793443636964215E-01 -1.582599701922911E-04
2458118.500000000 -1.561837029877116E-01  9.766692164631282E-01 -1.581639630641665E-04
2458119.500000000 -1.734173457390217E-01  9.736937590796603E-01 -1.582107821713564E-04
2458120.500000000 -1.905962795700983E-01  9.704190424312359E-01 -1.583788718455702E-04
2458121.500000000 -2.077156626558458E-01  9.668460676869264E-01 -1.586350941448913E-04
2458122.500000000 -2.247706448084408E-01  9.629757828779725E-01 -1.589381813619192E-04
2458123.500000000 -2.417563176799677E-01  9.588091056809535E-01 -1.592435765511553E-04
2458124.500000000 -2.586676831066763E-01  9.543469645410976E-01 -1.595083095917812E-04
2458125.500000000 -2.754996441965260E-01  9.495903447586992E-01 -1.596947399428276E-04
2458126.500000000 -2.922470150312723E-01  9.445403279962259E-01 -1.597726778076429E-04
2458127.500000000 -3.089045406807552E-01  9.391981197185718E-01 -1.597200583243653E-04
2458128.500000000 -3.254669198813266E-01  9.335650647529725E-01 -1.595226713114385E-04
2458129.500000000 -3.419288256990435E-01  9.276426541426366E-01 -1.591734532078931E-04
2458130.500000000 -3.582849224418196E-01  9.214325269809932E-01 -1.586716922977448E-04
2458131.500000000 -3.745298790069802E-01  9.149364701164627E-01 -1.580223229025136E-04
2458132.500000000 -3.906583797410654E-01  9.081564174725434E-01 -1.572353524248159E-04
2458133.500000000 -4.066651340799911E-01  9.010944497147066E-01 -1.563253868167712E-04
2458134.500000000 -4.225448860409057E-01  8.937527942629101E-01 -1.553111850305349E-04
2458135.500000000 -4.382924242578844E-01  8.861338252071334E-01 -1.542151687958879E-04
2458136.500000000 -4.539025928248929E-01  8.782400625076684E-01 -1.530628304648630E-04
2458137.500000000 -4.693703028357817E-01  8.700741699112394E-01 -1.518820092286362E-04
2458138.500000000 -4.846905442807470E-01  8.616389512172807E-01 -1.507020343386660E-04
2458139.500000000 -4.998583979231073E-01  8.529373447743833E-01 -1.495527523720379E-04	#21-01-2018 00:00:00 TBD
